2,"山下智久やまぴー"
2,"よろしくお願いします�"
2,"season2お待ちしてます"
2,"北条時宗"
2,"これは経費で落ちませんパート2を首を長"
2,"NHKで好きなドラマはたくさんあるけど…"
2,"“推しと呼べるのはこれだけ��"
2,"正直不動産続編希望✨"
2,"MUSASHI武蔵"
2,"また財地さんに逢いたいです�"
2,"新撰組❗️"
2,"高橋留美子劇場https://t.c"
2,"好きなNHKドラマの作品名をつ"
2,"RT@mknk_denryoku:"
2,"続編待ってまーす❤⸝⸝⸝"
2,"火曜日夜10時がとっても楽しみでした("
2,"正直不動産🫠"
2,"1美女と男子"
2,"風よあらしよ"
2,"永瀬廉"
2,"再放送してほしい"
2,"クロスロード３"
2,"星新一の不思議な不思議な"
2,"正直不動産再放送お願いします"
2,"正直不動産円盤化もお願いします"
2,"正直不動産シーズン2希望�"
2,"江〜姫たちの戦国〜"
2,"二十歳と一匹"
2,"岸田露伴は動かない"
2,"ひまわり"
2,"RT@cherrypinkgold_:"
2,"清原果耶"
2,"ロッカーのハナコさん"
2,"1.美女と男子"
2,"2.女子的生活"
2,".青天を衝け"
2,"＃いだてん"
2,"どの作品も、続編やスピンオフ作品を作って"
2,"🌈❤️�"
2,"RT@lXMYz67pyttD:"
2,"是非続編待ってます(ㅅ´˘`)"
2,"壮多くんのその後が気になってます"
2,"わげもん^^"
2,"（渡辺謙さん推し）"
2,"晴れのちカミナリ"
2,".女子的生活"
2,"続編のお知らせ期待して待機します�"
2,"どうぞよろしくお願いします�"
2,"武蔵は難しいのかな…観てみたいなぁ"
2,"野田と申します。"
2,"では。"
2,"再現ドラマ可なら"
2,"フランケンシュタインの誘惑"
2,"ダークサイドミステリー"
2,"受験のシンデレラ"
2,"オリバーな犬、このヤロウ"
2,"1正直不動産"
2,"NHKドラマは秀逸なものが沢山ありますが"
2,"景色の美しさ、そこに生きている人々の物語"
2,"美しく優しい関係をたおやかに重ねて深く強"
2,"たべちゃんたべちゃん大好きっ"
2,"�これは経費で落ちません"
2,"❤️ツバキ文具店"
2,"タリオ復讐代行の二人"
2,"原作とは異なる""久美子が生きてる""設定に"
2,"またまた楽しい企画をありがとうございます"
2,"私が大好きなNHKドラマはこれです"
2,"かなー。"
2,"続編が見たいです。"
2,"紅白が生まれた日"
2,"蔵"
2,"お母さん、娘をやめていいですか"
2,"オンデマンド最推し看板作品(私調べ)"
2,"再放送も続編も未だに無いです(愚痴)"
2,"ふれなばおちん"
2,"RT@KeiP:正直不動産（タワ"
2,"⭐青天を衝け"
2,"志尊淳くん"
2,"路"
2,"精霊の守人"
2,"やっぱり惜しい刑事"
2,"長閑の庭"
2,"眠れる森の熟女"
2,"◯岸辺露伴は動かない"
2,"★これは経費で落ちません"
2,"続きを、お待ちしております"
2,"壮多の描く未来が見たいです"
2,"★岸辺露伴は動かない"
2,"獅子の時代"
2,"ハルカの光"
2,"そろばん侍風の市兵衛"
2,"大富豪同心２総合での放送待ってる"
2,"大富豪同心総合でも視た"
2,"黄金の日々"
2,"好きなNHKドラマの作品名をつ呟い"
2,"引用ツイートで"
2,"その町を消せ"
2,"腐女子うっかり、ゲイに告る"
2,"たけしくんハイ"
2,"☆神谷玄次郎捕物控"
2,"☆実験刑事トトリ"
2,"☆梅ちゃん先生"
2,"1.明治開化新十郎探偵帖"
2,"2.明治開化新十郎探偵帖"
2,".明治開化新十郎探偵帖"
2,"(2000年以降ではこの３つ)"
2,"横溝正史短編集"
2,"みきちゃーん❤️"
2,"正直不動産さいちん"
2,"森崎ウィン"
2,"青春牡丹燈籠"
2,"３つでは足りない"
2,"会"
2,"大好き"
2,"(｣^o^)｣りーーつーー♥️"
2,"�🏳️‍⚧️"
2,"陽炎の辻"
2,"これは経費では落ちません"
2,"ザ商社"
2,"運命に似た恋"
2,"キャットストリート"
2,"蛍草奈々の剣"
2,"チェイス〜国税査察官〜"
2,"クロスロード群衆の正義"
2,"藤本有紀でまとめました。"
2,"一発屋で終わりたくない物書きの業を見せつ"
2,"海外ミステリを難なく戦前和物ミステリに置"
2,"6ロクヨン"
2,"鳴門秘帖"
2,"ツバキ文具店〜鎌倉代書屋物語〜"
2,"鬼太郎が見た玉砕〜水木しげるの戦争〜"
2,"～京都撮影所ラプソディー"
2,"初回からこれは一生もののドラマだと思いま"
2,"ものすごく優しい世界で、キャストもピッタ"
2,"ロクヨン"
2,"です。マル。"
2,"続編はもちろん、スピンオフで菅波先生の日"
2,"全部北山宏光くんが出てる番組です。"
2,"大好きです♡"
2,"私の中では当然の"
2,"亀梨さんのドラマが見たい✨"
2,"是非続編が見たいです"
2,"続編を❗️是非❗️"
2,"RT@ktnlove22:正義の天"
2,"続編が見たいです"
2,"NHK"
2,"よろしくお願いします。"
2,"続編を強く望みます�🏻✨"
2,"てるてる家族再放送お願いします�"
2,"私にはこのドラマしか思い浮かばないｽﾐ"
2,"篤姫https://t.co/BYp"
2,"たくさんの人に観てほしいドラマ。"
2,"単に好きと言うよりNHKでないと作れない"
2,"ツバキ文具店～鎌倉代書屋物語"
2,"RT@KaeNEWSNo1love:"
2,"それは経費では落ちません"
2,"ミストレス"
2,"もう焦らさないで円盤化発表お願いし"
2,"RT@taiga_hj_118:平"
2,"青天を衝け🌊�"
2,"ペペロンチーノ🌶"
2,"拾われた男🌟"
2,"RT@m0118_ryo:てるてる家"
2,"1:美女と男子"
2,"RT@bara_iyasarete:"
2,"の円盤化をよろしくお願いします。"
2,"ミスジコチョー"
2,"RT@88uWqq065FyYWe:"
2,"です��"
2,"沢山見てきたので､３つは難しいのですが"
2,"RT@VolimYurina:1.風"
2,"舞いあがれ(早よ見たい)"
2,"花神"
2,"続編が観たいです‼️"
2,"亀梨和也さん演じる鷹野先生の今後がずーっ"
2,"毎週笑ったり泣いたり大好きなドラマです�"
2,"はじまりの歌も永遠のニシパもとても素敵な"
2,"どうする家康で３つ推ししたかったけど"
2,"どうする家康�"
2,"RT@Kingboltnon:あまち"
2,"天使にリクエストを〜人生最後の願い〜"
2,"朝ドラ、大河しばりが無いので"
2,"探偵佐平60歳"
2,"てふてふ荘へようこそ"
2,"昨日のカレー、明日のパン"
2,"プレミアムドラマクロスロード群衆の"
2,"プレミアムドラマ一億円のさようなら（"
2,"福士蒼汰"
2,"円盤化も期待しています��"
2,"@NHK_DVDもうひとつの心臓"
2,"@NHK_DVDあまちゃん"
2,"RT@mako_chan_desu:"
2,"捜査会議はリビングで"
2,"正義の天秤亀梨和也さん"
2,"夕べのカレー、明日のパン仲里依紗さん"
2,"宜しくお願いします"
2,"毎週元気にしてもらいました"
2,"円盤化ありがとうございます✨�"
2,"その2半分青い"
2,"その1半分青い"
